ANO_EJE,NIVEL_GOBIERNO,NIVEL_GOBIERNO_NOMBRE,SECTOR,SECTOR_NOMBRE,PLIEGO,PLIEGO_NOMBRE,SEC_EJEC,EJECUTORA,EJECUTORA_NOMBRE,DEPARTAMENTO_EJECUTORA,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA,DISTRITO_EJECUTORA_NOMBRE,PROGRAMA_PPTO,PROGRAMA_PPTO_NOMBRE,TIPO_ACT_PROY,PRODUCTO_PROYECTO,PRODUCTO_PROYECTO_NOMBRE,ACTIVIDAD_ACCION_OBRA,ACTIVIDAD_ACCION_OBRA_NOMBRE,FUNCION,FUNCION_NOMBRE,DIVISION_FUNCIONAL,DIVISION_FUNCIONAL_NOMBRE,GRUPO_FUNCIONAL,GRUPO_FUNCIONAL_NOMBRE,SEC_FUNC,META,FINALIDAD,META_NOMBRE,DEPARTAMENTO_META,DEPARTAMENTO_META_NOMBRE,FUENTE_FINANCIAMIENTO,FUENTE_FINANCIAMIENTO_NOMBRE,RUBRO,RUBRO_NOMBRE,TIPO_RECURSO,TIPO_RECURSO_NOMBRE,CATEGORIA_GASTO,CATEGORIA_GASTO_NOMBRE,TIPO_TRANSACCION,TIPO_TRANSACCION_NOMBRE,GENERICA,GENERICA_NOMBRE,SUBGENERICA,SUBGENERICA_NOMBRE,SUBGENERICA_DET,SUBGENERICA_DET_NOMBRE,ESPECIFICA,ESPECIFICA_NOMBRE,ESPECIFICA_DET,ESPECIFICA_DET_NOMBRE,MONTO_PIA,MONTO_PIM,MONTO_CERTIFICADO_ANUAL,MONTO_COMPROMETIDO_ANUAL,MONTO_DEVENGADO_ENERO,MONTO_DEVENGADO_FEBRERO,MONTO_DEVENGADO_MARZO,MONTO_DEVENGADO_ABRIL,MONTO_DEVENGADO_MAYO,MONTO_DEVENGADO_JUNIO,MONTO_DEVENGADO_JULIO,MONTO_DEVENGADO_AGOSTO,MONTO_DEVENGADO_SEPTIEMBRE,MONTO_DEVENGADO_OCTUBRE,MONTO_DEVENGADO_NOVIEMBRE,MONTO_DEVENGADO_DICIEMBRE,MONTO_DEVENGADO_ANUAL,MONTO_GIRADO_ANUAL
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000001,ACCIONES COMUNES,5000276,GESTION DEL PROGRAMA,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,44,00001,0047173,GESTION DEL PROGRAMA,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,2,CONTRATACION DE SERVICIOS,8,CONTRATO ADMINISTRATIVO DE SERVICIOS,1,CONTRATO ADMINISTRATIVO DE SERVICIOS,2,CONTRIBUCIONES A ESSALUD DE C.A.S.,1312,1312,1232.55,1232.55,112.05,112.05,112.05,112.05,112.05,112.05,112.05,112.05,112.05,112.05,112.05,0,1232.55,1232.55
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000001,ACCIONES COMUNES,5003032,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,45,00001,0059276,SEGUIMIENTO Y MONITOREO DEL PROGRAMA,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,2,CONTRATACION DE SERVICIOS,8,CONTRATO ADMINISTRATIVO DE SERVICIOS,1,CONTRATO ADMINISTRATIVO DE SERVICIOS,1,CONTRATO ADMINISTRATIVO DE SERVICIOS,36600,36633,29800,29800,3000,3000,3000,3000,3000,3000,3300,3000,3000,0,0,2500,29800,29800
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000001,ACCIONES COMUNES,5003461,FORTALECIMIENTO DE LAS CAPACIDADES A LOS OPERADORES DEL PROGRAMA,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,46,00001,0078529,FORTALECIMIENTO DE LAS CAPACIDADES A LOS OPERADORES DEL PROGRAMA,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,2,CONTRATACION DE SERVICIOS,7,SERVICIOS PROFESIONALES Y TECNICOS,11,OTROS SERVICIOS,99,SERVICIOS DIVERSOS,62000,61916,61900,61900,0,0,0,0,0,0,0,0,0,0,0,61900,61900,61900
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000001,ACCIONES COMUNES,5003461,FORTALECIMIENTO DE LAS CAPACIDADES A LOS OPERADORES DEL PROGRAMA,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,46,00001,0078529,FORTALECIMIENTO DE LAS CAPACIDADES A LOS OPERADORES DEL PROGRAMA,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,1,COMPRA DE BIENES,5,MATERIALES Y  UTILES,99,OTROS,99,OTROS,0,16,12,12,0,0,0,0,0,12,0,0,0,0,0,0,12,12
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000001,ACCIONES COMUNES,5003032,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,45,00001,0059276,SEGUIMIENTO Y MONITOREO DEL PROGRAMA,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,2,CONTRATACION DE SERVICIOS,8,CONTRATO ADMINISTRATIVO DE SERVICIOS,1,CONTRATO ADMINISTRATIVO DE SERVICIOS,2,CONTRIBUCIONES A ESSALUD DE C.A.S.,1312,1312,1120.50,1120.50,112.05,112.05,112.05,112.05,112.05,112.05,112.05,112.05,112.05,0,0,112.05,1120.50,1120.50
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000001,ACCIONES COMUNES,5000276,GESTION DEL PROGRAMA,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,44,00001,0047173,GESTION DEL PROGRAMA,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,2,CONTRATACION DE SERVICIOS,8,CONTRATO ADMINISTRATIVO DE SERVICIOS,1,CONTRATO ADMINISTRATIVO DE SERVICIOS,1,CONTRATO ADMINISTRATIVO DE SERVICIOS,60600,66259,66258.33,66258.33,5000,5000,5000,5000,5000,5000,5300,5000,5000,5000,5000,10958.33,66258.33,66258.33
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000776,PERSONAS ADULTAS MAYORES ATENDIDOS INVOLUCRANDO AL ENTORNO FAMILIAR Y SOCIAL,5005802,PERSONAS ADULTAS MAYORES RECIBEN SERVICIOS PARA PREVENIR CONDICIONES DE RIESGO,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,47,00001,0167423,PERSONAS ADULTAS MAYORES RECIBEN SERVICIOS PARA PREVENIR CONDICIONES DE RIESGO,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,1,COMPRA DE BIENES,99,COMPRA DE OTROS BIENES,1,COMPRA DE OTROS BIENES,3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",6500,3658,3658,3658,0,0,0,0,0,0,0,0,0,0,0,3658,3658,3658
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000776,PERSONAS ADULTAS MAYORES ATENDIDOS INVOLUCRANDO AL ENTORNO FAMILIAR Y SOCIAL,5005802,PERSONAS ADULTAS MAYORES RECIBEN SERVICIOS PARA PREVENIR CONDICIONES DE RIESGO,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,47,00001,0167423,PERSONAS ADULTAS MAYORES RECIBEN SERVICIOS PARA PREVENIR CONDICIONES DE RIESGO,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,2,CONTRATACION DE SERVICIOS,1,VIAJES,2,VIAJES DOMESTICOS,1,PASAJES Y GASTOS DE TRANSPORTE,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000776,PERSONAS ADULTAS MAYORES ATENDIDOS INVOLUCRANDO AL ENTORNO FAMILIAR Y SOCIAL,5005802,PERSONAS ADULTAS MAYORES RECIBEN SERVICIOS PARA PREVENIR CONDICIONES DE RIESGO,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,47,00001,0167423,PERSONAS ADULTAS MAYORES RECIBEN SERVICIOS PARA PREVENIR CONDICIONES DE RIESGO,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,2,CONTRATACION DE SERVICIOS,7,SERVICIOS PROFESIONALES Y TECNICOS,11,OTROS SERVICIOS,99,SERVICIOS DIVERSOS,37380,46800,46800,46800,0,7200,7200,9600,5000,0,0,17800,0,0,0,0,46800,46800
2018,E,GOBIERNO NACIONAL,39,MUJER Y POBLACIONES VULNERABLES,039,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,1087,001,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL,15,LIMA,01,LIMA,01,LIMA,0142,ACCESO DE PERSONAS ADULTAS MAYORES A SERVICIOS ESPECIALIZADOS,ACTIVIDAD,3000776,PERSONAS ADULTAS MAYORES ATENDIDOS INVOLUCRANDO AL ENTORNO FAMILIAR Y SOCIAL,5005802,PERSONAS ADULTAS MAYORES RECIBEN SERVICIOS PARA PREVENIR CONDICIONES DE RIESGO,23,PROTECCION SOCIAL,051,ASISTENCIA SOCIAL,0115,PROTECCION DE POBLACIONES EN RIESGO,47,00001,0167423,PERSONAS ADULTAS MAYORES RECIBEN SERVICIOS PARA PREVENIR CONDICIONES DE RIESGO,15,LIMA,1,RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0,RECURSOS ORDINARIOS,5,GASTOS CORRIENTES,2,GASTOS PRESUPUESTARIOS,3,BIENES Y SERVICIOS,2,CONTRATACION DE SERVICIOS,1,VIAJES,2,VIAJES DOMESTICOS,2,VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
