anio,detalle_gasto,pia,pim,certificado,comprometido,devengado,girado,ejecucion_pct_dev_pim,fuente,url,fecha_descarga
2019,MATERIALES Y  UTILES,5890478.0,13341492.0,12737593.36,12492321.6,12491891.7,12413775.31,93.63,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,MATERIALES Y UTILES DE ENSEÑANZA,3714691.0,1638241.0,1528972.09,1475567.98,1475567.98,1460630.33,90.07,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,OBLIGACIONES DEL EMPLEADOR,2160677.0,2511403.0,2438029.63,2437478.68,2437478.68,2437478.68,97.06,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,OTROS GASTOS DE ACTIVOS NO FINANCIEROS,3331524.0,680180.0,667773.37,667773.37,557357.87,557357.87,81.94,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,PAGO DE SENTENCIAS JUDICIALES Y LAUDOS ARBITRALES,1290117.0,5263182.0,5263182.0,5263181.03,5254581.03,5254581.03,99.84,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,PENSIONES,20882060.0,7541207.0,7524502.3,7473305.8,7472217.8,7471074.34,99.09,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,PERSONAL ADMINISTRATIVO,31317713.0,30496017.0,30421118.53,30410481.0,30409863.58,30399250.16,99.72,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,REPUESTOS Y ACCESORIOS,235420.0,290663.0,241876.16,241875.78,241103.18,238590.78,82.95,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,RETRIBUCIONES EN BIENES O SERVICIOS,2106978.0,1610444.0,1563409.96,1522928.21,1522928.21,1522928.21,94.57,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,"SERVICIO DE MANTENIMIENTO, ACONDICIONAMIENTO Y  REPARACIONES",2923630.0,6034522.0,5716511.48,5696613.26,5670912.26,5648745.18,93.97,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,"SERVICIOS ADMINISTRATIVOS, FINANCIEROS Y DE SEGUROS",1592141.0,1294166.0,1268489.52,1218508.59,1207068.59,1207068.59,93.27,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,"SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION",7578504.0,11872187.0,10867686.3,10702378.91,10673633.11,10491099.4,89.9,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,"SERVICIOS DE LIMPIEZA, SEGURIDAD Y VIGILANCIA",11677511.0,12240564.0,12191235.3,12093870.18,12058036.54,12057486.54,98.51,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,SERVICIOS PROFESIONALES Y TECNICOS,262002054.0,81201302.0,76318345.13,75841117.44,75822788.49,75244555.1,93.38,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,SUMINISTROS MEDICOS,1558937.0,824735.0,789706.52,784119.45,783218.14,770185.98,94.97,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,SUMINISTROS PARA MANTENIMIENTO Y REPARACION,472641.0,713510.0,562682.31,562678.62,562643.62,540632.92,78.86,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,"SUMINISTROS PARA USO AGROPECUARIO, FORESTAL Y VETERINARIO",170.0,5157.0,4902.5,4902.5,4902.5,3402.5,95.06,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,VESTUARIOS Y TEXTILES,2963661.0,5106492.0,4882764.6,3910500.5,3910500.5,3895464.61,76.58,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2019,VIAJES,6435162.0,13932298.0,12821832.35,12750146.43,12722382.93,12140888.11,91.32,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2019-Gasto-Devengado.csv,2026-09-08
2020,A OTRAS UNIDADES DEL GOBIERNO,0.0,741192.0,732113.16,732113.16,732113.16,732113.16,98.78,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,"ADQUISICION DE MAQUINARIAS, EQUIPO Y MOBILIARIO",5491867.0,12335420.0,9622536.89,9499364.02,9475574.02,9475574.02,76.82,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,ADQUISICION DE OTROS ACTIVOS FIJOS,0.0,969319.0,552765.79,552765.79,552765.79,552765.79,57.03,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,ADQUISICION DE VEHICULOS,0.0,646896.0,571469.8,555147.83,555147.83,555147.83,85.82,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,AL GOBIERNO LOCAL,0.0,352719.0,319872.4,319282.87,319282.87,318734.34,90.52,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,AL GOBIERNO NACIONAL,0.0,45989.0,45985.8,45985.8,45985.8,44695.8,99.99,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,ALIMENTOS Y BEBIDAS,3145334.0,686487.0,459713.28,443227.91,442687.91,433969.03,64.49,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,ALQUILERES DE MUEBLES E INMUEBLES,2657481.0,5299774.0,3768445.8,3742157.31,3742157.31,3697521.31,70.61,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,ASISTENCIA SOCIAL EN PENSIONES E INDEMNIZACIONES,122321.0,110321.0,107911.81,107911.81,107911.81,107911.81,97.82,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,"COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES",2169220.0,1268814.0,1149668.26,1134536.22,1134536.22,1118179.45,89.42,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,COMPRA DE OTROS BIENES,2740981.0,2069515.0,2023015.36,2018989.72,2018989.72,1900092.84,97.56,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,CONTRATO ADMINISTRATIVO DE SERVICIOS,339925493.0,335012996.0,333592380.39,333547450.3,333510431.15,333360858.71,99.55,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,EDIFICIOS O UNIDADES NO RESIDENCIALES,23130619.0,15349855.0,15343236.87,15301711.49,15301711.49,15301711.49,99.69,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,ENSERES,394875.0,417395.0,380063.76,361247.74,359888.38,356125.38,86.22,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,ENTREGA DE BIENES Y SERVICIOS,21647772.0,19760862.0,18979703.48,18654915.13,18653296.83,18537643.2,94.4,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,GASTOS VARIABLES Y OCASIONALES,13543523.0,7929704.0,7766085.95,7766064.33,7766063.71,7766063.71,97.94,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,INVERSIONES INTANGIBLES,32003.0,0.0,0.0,0.0,0.0,0.0,,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,MATERIALES Y  UTILES,9151410.0,5609603.0,5287651.27,5225257.09,5223234.09,5193549.55,93.11,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,MATERIALES Y UTILES DE ENSEÑANZA,1451809.0,992776.0,854368.17,833303.61,833303.61,825245.9,83.94,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,OBLIGACIONES DEL EMPLEADOR,2685171.0,2654581.0,2536457.9,2519585.79,2519585.79,2519585.79,94.91,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,OTRAS ESTRUCTURAS,0.0,0.0,0.0,0.0,0.0,0.0,,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,OTROS GASTOS DE ACTIVOS NO FINANCIEROS,742645.0,881555.0,854225.13,640069.54,640069.54,640069.54,72.61,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,PAGO DE SENTENCIAS JUDICIALES Y LAUDOS ARBITRALES,0.0,3409127.0,3379126.7,3379125.75,3379125.75,3379125.75,99.12,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,PENSIONES,9392755.0,7477531.0,7438130.66,7436878.54,7435723.12,7425743.06,99.44,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,PERSONAL ADMINISTRATIVO,32309786.0,35075565.0,33748758.98,33748607.5,33746887.66,33723546.12,96.21,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,REPUESTOS Y ACCESORIOS,141475.0,426991.0,392422.62,392422.62,392422.62,392422.62,91.9,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,RETRIBUCIONES EN BIENES O SERVICIOS,2244290.0,1188917.0,1156066.26,1154795.5,1154795.5,1154795.5,97.13,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,"SERVICIO DE MANTENIMIENTO, ACONDICIONAMIENTO Y  REPARACIONES",4010806.0,4220160.0,3342345.02,3321179.18,3318179.18,3311629.18,78.63,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,"SERVICIOS ADMINISTRATIVOS, FINANCIEROS Y DE SEGUROS",1505243.0,857151.0,840984.05,840929.03,840929.03,840429.03,98.11,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,"SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION",9557321.0,7794293.0,6588664.73,6557969.47,6557766.17,6434956.47,84.14,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,"SERVICIOS DE LIMPIEZA, SEGURIDAD Y VIGILANCIA",14390025.0,13968910.0,13760782.07,13755378.35,13755378.35,13755178.35,98.47,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,SERVICIOS PROFESIONALES Y TECNICOS,212748222.0,74778032.0,70267887.55,69447437.54,69378501.59,69142721.8,92.78,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,SUBVENCIONES FINANCIERAS,0.0,638900.0,563100.0,553500.0,553500.0,553500.0,86.63,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,SUMINISTROS MEDICOS,1756274.0,4426997.0,3991485.95,3947192.02,3946904.72,3940204.07,89.16,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,SUMINISTROS PARA MANTENIMIENTO Y REPARACION,493195.0,279755.0,230061.48,212625.21,212625.21,210488.01,76.0,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,"SUMINISTROS PARA USO AGROPECUARIO, FORESTAL Y VETERINARIO",0.0,0.0,0.0,0.0,0.0,0.0,,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,VESTUARIOS Y TEXTILES,2173227.0,4121047.0,3808584.15,3805778.34,3805625.34,3768269.34,92.35,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2020,VIAJES,12608131.0,4653471.0,4306561.36,4235629.03,4232169.13,3989995.59,90.95,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2020-Gasto-Devengado.csv,2026-09-08
2021,A ORGANISMOS INTERNACIONALES,0.0,0.0,0.0,0.0,0.0,0.0,,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,A OTRAS UNIDADES DEL GOBIERNO,10000000.0,392389.0,392389.0,392389.0,392389.0,392389.0,100.0,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,"ADQUISICION DE MAQUINARIAS, EQUIPO Y MOBILIARIO",2597250.0,8935786.0,6465379.17,6257690.52,6257690.52,6257690.52,70.03,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,ADQUISICION DE OTROS ACTIVOS FIJOS,0.0,622226.0,306641.61,306641.61,306641.61,306641.61,49.28,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,AL GOBIERNO LOCAL,0.0,422305.0,381960.71,368433.76,368433.76,339505.39,87.24,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,AL GOBIERNO NACIONAL,0.0,164805.0,121930.75,116028.95,116028.95,114085.91,70.4,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,ALIMENTOS Y BEBIDAS,1701813.0,540274.0,490729.64,477566.22,477566.22,475778.96,88.39,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,ALQUILERES DE MUEBLES E INMUEBLES,6205341.0,7097900.0,6600218.4,6585572.26,6585572.26,6585572.26,92.78,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,ASISTENCIA SOCIAL EN PENSIONES E INDEMNIZACIONES,122328.0,107649.0,107649.0,106385.94,106385.94,106385.94,98.83,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,"COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES",2410527.0,1292266.0,1128205.94,1097507.66,1097507.66,1097008.6,84.93,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,COMPRA DE OTROS BIENES,2576219.0,2155429.0,2025595.47,2013484.99,2013484.99,1936928.8,93.41,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,CONTRATO ADMINISTRATIVO DE SERVICIOS,405061929.0,380074419.0,377356664.18,376971226.09,376968977.94,376923546.43,99.18,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,EDIFICIOS O UNIDADES NO RESIDENCIALES,6956335.0,5430175.0,5293403.96,5293403.96,5293403.96,5293403.96,97.48,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,ENSERES,565180.0,456504.0,424610.24,413971.03,413971.03,413971.03,90.68,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,ENTREGA DE BIENES Y SERVICIOS,25350845.0,20214521.0,19228956.42,19122979.16,19122979.16,19122979.16,94.6,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,GASTOS VARIABLES Y OCASIONALES,8149395.0,8197857.0,7922359.74,7854184.59,7854184.59,7854184.57,95.81,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,LOCACIÓN DE SERVICIOS RELACIONADAS AL ROL DE LA ENTIDAD,45624423.0,58466336.0,56999876.99,56986676.99,56986676.99,56986676.99,97.47,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,MATERIALES Y  UTILES,21527420.0,5119341.0,4528426.45,4466062.52,4466001.16,4460681.07,87.24,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,MATERIALES Y UTILES DE ENSEÑANZA,1648173.0,260348.0,233504.84,223525.8,223525.8,223525.8,85.86,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,OBLIGACIONES DEL EMPLEADOR,2747917.0,2594754.0,2480696.21,2467564.67,2467564.67,2467494.67,95.1,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,OTROS GASTOS DE ACTIVOS NO FINANCIEROS,600000.0,915605.0,914382.65,914382.65,914382.65,909760.59,99.87,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,PAGO DE SENTENCIAS JUDICIALES Y LAUDOS ARBITRALES,0.0,2098058.0,2098054.9,2098054.9,2098054.9,2098054.21,100.0,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,PENSIONES,7625980.0,7691611.0,7413716.29,7393727.73,7393727.73,7393727.73,96.13,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,PERSONAL ADMINISTRATIVO,36697054.0,33356950.0,33073461.05,32783077.4,32782122.79,32779789.05,98.28,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,REPUESTOS Y ACCESORIOS,206771.0,592394.0,384134.33,378868.35,378868.35,378868.35,63.96,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,RETRIBUCIONES EN BIENES O SERVICIOS,2642876.0,1087191.0,1009605.36,1009605.36,1009605.36,1009605.36,92.86,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,"SERVICIO DE MANTENIMIENTO, ACONDICIONAMIENTO Y  REPARACIONES",1503971.0,4219881.0,3688258.33,3667492.28,3667492.28,3660597.79,86.91,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,"SERVICIOS ADMINISTRATIVOS, FINANCIEROS Y DE SEGUROS",1020379.0,1030755.0,960340.71,926646.46,926646.46,920827.49,89.9,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,"SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION",7475969.0,11227559.0,10036499.71,9998154.52,9998154.52,9998154.52,89.05,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,"SERVICIOS DE LIMPIEZA, SEGURIDAD Y VIGILANCIA",16923933.0,13296133.0,13205227.0,13205226.94,13205226.94,13205226.94,99.32,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,SERVICIOS PROFESIONALES Y TECNICOS,28817029.0,19567460.0,18099232.77,17961479.86,17961479.86,17841175.86,91.79,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,SUBVENCIONES FINANCIERAS,26673764.0,22150886.0,20906860.0,20906860.0,20906260.0,20906260.0,94.38,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,SUMINISTROS MEDICOS,3182933.0,2206810.0,1802308.41,1729767.69,1729767.69,1729683.19,78.38,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,SUMINISTROS PARA MANTENIMIENTO Y REPARACION,717373.0,375388.0,308841.14,302837.88,302837.88,302837.88,80.67,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
2021,VESTUARIOS Y TEXTILES,6179278.0,2139429.0,2009209.0,1993744.9,1993744.9,1993744.9,93.19,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2021-Gasto-Devengado.csv,2026-09-08
