anio,departamento_meta,pia,pim,certificado,comprometido,devengado,girado,ejecucion_pct_dev_pim,fuente,url,fecha_descarga
2022,PUNO,13155557.0,15281462.0,15109927.63,15044716.81,15044716.81,15027799.77,98.45,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2022-Gasto-Devengado.csv,2026-09-08
2022,SAN MARTIN,4155268.0,5344538.0,5300343.59,5300343.59,5300343.59,5290847.93,99.17,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2022-Gasto-Devengado.csv,2026-09-08
2022,TACNA,6988464.0,9565795.0,9462291.86,9438791.24,9438791.24,9433631.39,98.67,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2022-Gasto-Devengado.csv,2026-09-08
2022,TUMBES,4797601.0,5743451.0,5661719.33,5652869.99,5652869.99,5650297.19,98.42,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2022-Gasto-Devengado.csv,2026-09-08
2022,UCAYALI,3077265.0,6717771.0,6626317.59,6606576.84,6606276.84,6592102.9,98.34,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2022-Gasto-Devengado.csv,2026-09-08
2023,AMAZONAS,4489310.0,4942250.0,4896648.67,4893755.13,4893755.13,4881251.25,99.02,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,ANCASH,12896016.0,15010647.0,14387816.4,14374779.62,14374779.62,14358688.9,95.76,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,APURIMAC,4675649.0,5684092.0,5485632.49,5483674.59,5483674.59,5459013.4,96.47,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,AREQUIPA,22025883.0,25659323.0,25294397.88,25270142.54,25270142.54,25253891.52,98.48,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,AYACUCHO,8060677.0,8630549.0,8490467.07,8448626.65,8448626.65,8434116.71,97.89,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,CAJAMARCA,5559823.0,7102523.0,6930259.22,6928928.63,6928928.63,6915450.72,97.56,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,CUSCO,15164329.0,16036276.0,15801406.75,15795589.88,15795589.88,15776654.06,98.5,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,HUANCAVELICA,4896221.0,5021226.0,4978048.51,4974106.63,4974106.63,4958768.86,99.06,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,HUANUCO,8563840.0,8752778.0,8724816.79,8719418.77,8719418.77,8710695.35,99.62,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,ICA,11678353.0,13017615.0,12969551.17,12960377.66,12960377.66,12947747.07,99.56,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,JUNIN,11333140.0,13042742.0,12944824.43,12927724.37,12927724.37,12911338.97,99.12,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,LA LIBERTAD,13032632.0,15232463.0,15155953.17,15147256.6,15147256.6,15118083.71,99.44,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,LAMBAYEQUE,11445055.0,15627375.0,15535812.45,15525158.56,15525158.56,15509402.07,99.35,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,LIMA,572643098.0,612514628.0,602739445.84,601241041.08,601051387.09,600644283.9,98.13,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,LORETO,9741329.0,10407850.0,10269050.21,10211488.06,10211488.06,10199573.56,98.11,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,MADRE DE DIOS,5626983.0,6805195.0,6655200.84,6638961.92,6638961.92,6631917.9,97.56,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,MOQUEGUA,4355034.0,5227517.0,5182773.74,5180925.67,5180925.67,5174467.24,99.11,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,PASCO,2857644.0,2571563.0,2545357.33,2543373.33,2543373.33,2540346.82,98.9,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,PIURA,8853688.0,10950825.0,10823081.45,10812972.15,10812972.15,10796648.51,98.74,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,PROVINCIA CONSTITUCIONAL DEL CALLAO,14011374.0,14737304.0,14678645.22,14655432.4,14655432.4,14642136.28,99.44,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,PUNO,13545020.0,15812819.0,15694834.71,15680220.19,15680220.19,15667209.29,99.16,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,SAN MARTIN,5149886.0,5813762.0,5794246.43,5794246.43,5794246.43,5786971.71,99.66,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,TACNA,8457585.0,9555984.0,9430399.88,9423447.83,9423447.83,9408882.37,98.61,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,TUMBES,5284684.0,6141044.0,6041165.14,6034889.11,6034889.11,6024156.16,98.27,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2023,UCAYALI,5197413.0,6762342.0,6672523.36,6667208.46,6667208.46,6664563.89,98.59,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2023-Gasto-Devengado.csv,2026-09-08
2024,AMAZONAS,30525320.0,6914348.0,6858178.28,6850060.76,6850060.76,6830370.79,99.07,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,ANCASH,15054913.0,16536496.0,16429976.49,16418271.33,16418271.33,16370467.91,99.29,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,APURIMAC,5013320.0,7231722.0,7193040.14,7192926.66,7192926.66,7163408.19,99.46,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,AREQUIPA,47421184.0,27364439.0,27224765.4,27147140.24,27146390.24,27101823.89,99.2,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,AYACUCHO,11425397.0,12581391.0,12432060.8,12406903.51,12406903.51,12383537.14,98.61,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,CAJAMARCA,6221792.0,8901261.0,8849685.78,8837479.27,8837479.27,8822648.95,99.28,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,CUSCO,16560773.0,20841265.0,20632416.82,20599297.85,20599297.85,20542423.04,98.84,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,HUANCAVELICA,4630422.0,7187647.0,7121872.54,7110677.6,7110677.6,7082883.32,98.93,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,HUANUCO,10492863.0,12277418.0,11833548.9,11763875.71,11763875.71,11745355.35,95.82,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,ICA,12345107.0,14650604.0,14485401.52,14444875.07,14444875.07,14417190.02,98.6,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,JUNIN,12440282.0,15735461.0,15606867.64,15582786.29,15582801.66,15560425.67,99.03,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,LA LIBERTAD,14111603.0,18345477.0,18240344.33,18212055.54,18212055.54,18174788.86,99.27,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,LAMBAYEQUE,12411520.0,15495558.0,15341892.09,15324828.85,15324847.91,15314049.8,98.9,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,LIMA,684287884.0,631422493.0,626620369.35,624691561.12,624628737.13,624050633.73,98.92,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,LORETO,10628648.0,14305720.0,14021592.85,13993624.63,13993624.63,13973648.06,97.82,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,MADRE DE DIOS,5874798.0,9456392.0,9273245.88,9253849.89,9253849.89,9242567.82,97.86,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,MOQUEGUA,4841426.0,6290337.0,6216202.12,6212625.39,6212625.39,6197763.92,98.76,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,PASCO,2292307.0,3357578.0,3318847.94,3309164.99,3309164.99,3299723.9,98.56,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,PIURA,9381171.0,12562846.0,12499336.86,12495928.35,12495928.35,12465007.68,99.47,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,PROVINCIA CONSTITUCIONAL DEL CALLAO,14363634.0,17712399.0,17527102.61,17462129.86,17462129.86,17447158.05,98.59,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,PUNO,13364767.0,19488351.0,19279490.73,19252126.71,19252126.71,19224331.65,98.79,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,SAN MARTIN,4932248.0,7400228.0,7365083.99,7350653.72,7350653.72,7320507.63,99.33,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,TACNA,8094486.0,10837829.0,10732750.17,10710041.96,10710041.96,10690389.38,98.82,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,TUMBES,5122427.0,7000026.0,6903863.56,6895166.8,6895166.8,6889956.53,98.5,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2024,UCAYALI,7773216.0,8719827.0,8639759.06,8618867.39,8618867.39,8609229.1,98.84,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2024-Gasto-Devengado.csv,2026-09-08
2025,AMAZONAS,9660791.0,10017909.0,9968918.6,9959529.61,9916669.02,9868489.65,98.99,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,ANCASH,17048781.0,18069205.0,17981380.91,17966012.36,17881639.41,17741079.93,98.96,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,APURIMAC,7827320.0,7765712.0,7730515.81,7723846.57,7689640.77,7596247.81,99.02,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,AREQUIPA,30172751.0,30648794.0,30501096.8,30427134.98,30329975.01,30133672.29,98.96,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,AYACUCHO,15116395.0,14420825.0,14333412.8,14325924.76,14270195.99,14106342.82,98.96,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,CAJAMARCA,9044768.0,10046450.0,10003897.19,9949097.82,9878294.18,9764152.34,98.33,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,CUSCO,21029104.0,23554968.0,23414414.39,23397465.73,23326309.03,23079632.57,99.03,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,HUANCAVELICA,7819092.0,8711335.0,8652919.11,8591250.39,8539719.23,8457932.23,98.03,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,HUANUCO,12681714.0,12928440.0,12857196.26,12846069.56,12807417.91,12766428.67,99.06,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,ICA,15587934.0,15107668.0,15042404.89,15003846.44,14954034.85,14911551.35,98.98,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,JUNIN,17164888.0,16994309.0,16951792.77,16903505.36,16860038.94,16753340.33,99.21,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,LA LIBERTAD,18784630.0,19643201.0,19588955.18,19530629.17,19421103.4,19208106.64,98.87,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,LAMBAYEQUE,16430950.0,17014431.0,16868845.83,16832840.36,16767670.17,16742825.3,98.55,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,LIMA,677188442.0,670482606.0,668234194.95,667466852.35,665145369.51,664738187.37,99.2,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,LORETO,16294762.0,16491053.0,16348790.79,16318543.62,16262937.56,16217617.76,98.62,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,MADRE DE DIOS,9926293.0,9834210.0,9654947.55,9602284.45,9547278.3,9511492.72,97.08,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,MOQUEGUA,6119935.0,6927603.0,6894288.84,6888532.15,6863306.71,6816062.83,99.07,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,PASCO,3540249.0,3764147.0,3738591.57,3738591.57,3731776.23,3701116.43,99.14,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,PIURA,12704292.0,13251491.0,13215601.28,13155257.79,13122905.83,12947831.98,99.03,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,PROVINCIA CONSTITUCIONAL DEL CALLAO,19177058.0,22232293.0,21819645.43,21733657.05,21588199.44,21557463.73,97.1,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,PUNO,18076788.0,20306583.0,20217715.47,20202241.32,20155816.05,20038622.11,99.26,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,SAN MARTIN,7469466.0,8020765.0,7821000.62,7821000.62,7817616.9,7702147.22,97.47,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,TACNA,10690073.0,11370236.0,11309394.14,11296686.76,11261740.94,11217171.5,99.05,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,TUMBES,7490468.0,7985375.0,7888967.23,7879890.85,7832222.78,7820084.39,98.08,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
2025,UCAYALI,9250189.0,9767481.0,9675296.05,9668743.91,9620819.19,9585192.47,98.5,MEF Datos Abiertos – Presupuesto y Ejecución de Gasto (Devengado),https://fs.datosabiertos.mef.gob.pe/datastorefiles/2025-Gasto-Devengado-Mensual.csv,2026-09-08
